"value" "sum_stat" "response" "condition" "model" "graph" "time" "instruction"
"372" 0.103062515380429 "slow_mean" "lower" 62 "independent" 6 1 2
"373" 0.10611948511249 "fast_mean" "upper" 63 "independent" 6 1 2
"374" 0.101857308108311 "middle_mean" "upper" 63 "independent" 6 1 2
"375" 0.101339032899231 "slow_mean" "upper" 63 "independent" 6 1 2
"376" 0.0976682283479999 "fast_mean" "lower" 63 "independent" 6 1 2
"377" 0.102111409773016 "middle_mean" "lower" 63 "independent" 6 1 2
"378" 0.103351351623994 "slow_mean" "lower" 63 "independent" 6 1 2
"379" 0.106050957895004 "fast_mean" "upper" 64 "independent" 6 1 2
"380" 0.101742568808472 "middle_mean" "upper" 64 "independent" 6 1 2
"381" 0.101152299900071 "slow_mean" "upper" 64 "independent" 6 1 2
"382" 0.0974454563278756 "fast_mean" "lower" 64 "independent" 6 1 2
"383" 0.102039613237424 "middle_mean" "lower" 64 "independent" 6 1 2
"384" 0.10283760773768 "slow_mean" "lower" 64 "independent" 6 1 2
"385" 0.105961756179075 "fast_mean" "upper" 65 "independent" 6 1 2
"386" 0.101729095708108 "middle_mean" "upper" 65 "independent" 6 1 2
"387" 0.100935412340513 "slow_mean" "upper" 65 "independent" 6 1 2
"388" 0.0964985087994028 "fast_mean" "lower" 65 "independent" 6 1 2
"389" 0.101616623547701 "middle_mean" "lower" 65 "independent" 6 1 2
"390" 0.102740844630743 "slow_mean" "lower" 65 "independent" 6 1 2
"391" 0.106041706075413 "fast_mean" "upper" 66 "independent" 6 1 2
"392" 0.101513439346082 "middle_mean" "upper" 66 "independent" 6 1 2
"393" 0.10063748548554 "slow_mean" "upper" 66 "independent" 6 1 2
"394" 0.0964984626566362 "fast_mean" "lower" 66 "independent" 6 1 2
"395" 0.100777692284873 "middle_mean" "lower" 66 "independent" 6 1 2
"396" 0.102197939480444 "slow_mean" "lower" 66 "independent" 6 1 2
"397" 0.0241458353501514 "fast_mean" "upper" 67 "independent" 6 1 1
"398" 0.0232555894502652 "middle_mean" "upper" 67 "independent" 6 1 1
"399" 0.0231454774198671 "slow_mean" "upper" 67 "independent" 6 1 1
"400" 0.0221232662623388 "fast_mean" "lower" 67 "independent" 6 1 1
"401" 0.0230001104219367 "middle_mean" "lower" 67 "independent" 6 1 1
"402" 0.0231925416732267 "slow_mean" "lower" 67 "independent" 6 1 1
"403" 0.0240916066015084 "fast_mean" "upper" 68 "independent" 6 1 1
"404" 0.0232256863568162 "middle_mean" "upper" 68 "independent" 6 1 1
"405" 0.0231189643454592 "slow_mean" "upper" 68 "independent" 6 1 1
"406" 0.0220374033679009 "fast_mean" "lower" 68 "independent" 6 1 1
"407" 0.0229266552440899 "middle_mean" "lower" 68 "independent" 6 1 1
"408" 0.0231550151268008 "slow_mean" "lower" 68 "independent" 6 1 1
"409" 0.024004811590015 "fast_mean" "upper" 69 "independent" 6 1 1
"410" 0.0231601485305917 "middle_mean" "upper" 69 "independent" 6 1 1
"411" 0.0230702222838967 "slow_mean" "upper" 69 "independent" 6 1 1
"412" 0.0219228432233095 "fast_mean" "lower" 69 "independent" 6 1 1
"413" 0.0228878580606119 "middle_mean" "lower" 69 "independent" 6 1 1
"414" 0.0230729022284546 "slow_mean" "lower" 69 "independent" 6 1 1
"415" 0.0239925587422697 "fast_mean" "upper" 70 "independent" 6 1 1
"416" 0.0231351764677806 "middle_mean" "upper" 70 "independent" 6 1 1
"417" 0.022963572066263 "slow_mean" "upper" 70 "independent" 6 1 1
"418" 0.0218244533131267 "fast_mean" "lower" 70 "independent" 6 1 1
"419" 0.0228314081723828 "middle_mean" "lower" 70 "independent" 6 1 1
"420" 0.0229687882384448 "slow_mean" "lower" 70 "independent" 6 1 1
"421" 0.0239844520409242 "fast_mean" "upper" 71 "independent" 6 1 1
"422" 0.0230940223031695 "middle_mean" "upper" 71 "independent" 6 1 1
"423" 0.0229042110558381 "slow_mean" "upper" 71 "independent" 6 1 1
"424" 0.0216443630822994 "fast_mean" "lower" 71 "independent" 6 1 1
"425" 0.0226221140098327 "middle_mean" "lower" 71 "independent" 6 1 1
"426" 0.0229284463595405 "slow_mean" "lower" 71 "independent" 6 1 1
"427" 0.0239833832753314 "fast_mean" "upper" 72 "independent" 6 1 1
"428" 0.0230497346672631 "middle_mean" "upper" 72 "independent" 6 1 1
"429" 0.0228105004787029 "slow_mean" "upper" 72 "independent" 6 1 1
"430" 0.0212444149895775 "fast_mean" "lower" 72 "independent" 6 1 1
"431" 0.0224775267272538 "middle_mean" "lower" 72 "independent" 6 1 1
"432" 0.0228511139696115 "slow_mean" "lower" 72 "independent" 6 1 1
"433" 0.108192142164696 "fast_mean" "upper" 1 "normal" 1 1 2
"434" 0.103455711229655 "middle_mean" "upper" 1 "normal" 1 1 2
"435" 0.1023263760557 "slow_mean" "upper" 1 "normal" 1 1 2
"436" 0.0962481995542694 "fast_mean" "lower" 1 "normal" 1 1 2
"437" 0.101039729040115 "middle_mean" "lower" 1 "normal" 1 1 2
"438" 0.102261391257269 "slow_mean" "lower" 1 "normal" 1 1 2
"439" 0.107784198671392 "fast_mean" "upper" 2 "normal" 1 1 2
"440" 0.103310817324556 "middle_mean" "upper" 2 "normal" 1 1 2
"441" 0.10183408620095 "slow_mean" "upper" 2 "normal" 1 1 2
"442" 0.0958728628148045 "fast_mean" "lower" 2 "normal" 1 1 2
"443" 0.100928594865643 "middle_mean" "lower" 2 "normal" 1 1 2
"444" 0.101739506884528 "slow_mean" "lower" 2 "normal" 1 1 2
"445" 0.107629861336088 "fast_mean" "upper" 3 "normal" 1 1 2
"446" 0.102827401050058 "middle_mean" "upper" 3 "normal" 1 1 2
"447" 0.101421183616151 "slow_mean" "upper" 3 "normal" 1 1 2
"448" 0.0955618097549526 "fast_mean" "lower" 3 "normal" 1 1 2
"449" 0.100186511891165 "middle_mean" "lower" 3 "normal" 1 1 2
"450" 0.101149956068542 "slow_mean" "lower" 3 "normal" 1 1 2
"451" 0.10749775272296 "fast_mean" "upper" 4 "normal" 1 1 2
"452" 0.102530051294417 "middle_mean" "upper" 4 "normal" 1 1 2
"453" 0.101001353254122 "slow_mean" "upper" 4 "normal" 1 1 2
"454" 0.0948605250522217 "fast_mean" "lower" 4 "normal" 1 1 2
"455" 0.0997302627953255 "middle_mean" "lower" 4 "normal" 1 1 2
"456" 0.100883987555049 "slow_mean" "lower" 4 "normal" 1 1 2
"457" 0.107372080059815 "fast_mean" "upper" 5 "normal" 1 1 2
"458" 0.102253381425911 "middle_mean" "upper" 5 "normal" 1 1 2
"459" 0.100344890699195 "slow_mean" "upper" 5 "normal" 1 1 2
"460" 0.0942870095353529 "fast_mean" "lower" 5 "normal" 1 1 2
"461" 0.0993167805024735 "middle_mean" "lower" 5 "normal" 1 1 2
"462" 0.0999791487970841 "slow_mean" "lower" 5 "normal" 1 1 2
"463" 0.10739862500937 "fast_mean" "upper" 6 "normal" 1 1 2
"464" 0.101918804697156 "middle_mean" "upper" 6 "normal" 1 1 2
"465" 0.0998385657866316 "slow_mean" "upper" 6 "normal" 1 1 2
"466" 0.0931495656114671 "fast_mean" "lower" 6 "normal" 1 1 2
"467" 0.0979761540682941 "middle_mean" "lower" 6 "normal" 1 1 2
"468" 0.0995668134493691 "slow_mean" "lower" 6 "normal" 1 1 2
"469" 0.0242628087188 "fast_mean" "upper" 7 "normal" 1 1 1
"470" 0.0234301397521944 "middle_mean" "upper" 7 "normal" 1 1 1
"471" 0.0232423518822149 "slow_mean" "upper" 7 "normal" 1 1 1
"472" 0.0219614247349865 "fast_mean" "lower" 7 "normal" 1 1 1
"473" 0.0228555824839326 "middle_mean" "lower" 7 "normal" 1 1 1
"474" 0.0230667371188521 "slow_mean" "lower" 7 "normal" 1 1 1
"475" 0.0242367721327374 "fast_mean" "upper" 8 "normal" 1 1 1
"476" 0.0233831174985572 "middle_mean" "upper" 8 "normal" 1 1 1
"477" 0.0231271834996836 "slow_mean" "upper" 8 "normal" 1 1 1
"478" 0.0218204694421993 "fast_mean" "lower" 8 "normal" 1 1 1
"479" 0.0227971323325342 "middle_mean" "lower" 8 "normal" 1 1 1
"480" 0.0229644195721535 "slow_mean" "lower" 8 "normal" 1 1 1
"481" 0.0241685432717738 "fast_mean" "upper" 9 "normal" 1 1 1
"482" 0.0233106199786239 "middle_mean" "upper" 9 "normal" 1 1 1
"483" 0.0230167854274206 "slow_mean" "upper" 9 "normal" 1 1 1
"484" 0.021747191800401 "fast_mean" "lower" 9 "normal" 1 1 1
"485" 0.0226780397894353 "middle_mean" "lower" 9 "normal" 1 1 1
"486" 0.0228828746731356 "slow_mean" "lower" 9 "normal" 1 1 1
"487" 0.0241388888161764 "fast_mean" "upper" 10 "normal" 1 1 1
"488" 0.0232178322631517 "middle_mean" "upper" 10 "normal" 1 1 1
"489" 0.0229695751869665 "slow_mean" "upper" 10 "normal" 1 1 1
"490" 0.0216173699794297 "fast_mean" "lower" 10 "normal" 1 1 1
"491" 0.022613468142601 "middle_mean" "lower" 10 "normal" 1 1 1
"492" 0.0227162490474855 "slow_mean" "lower" 10 "normal" 1 1 1
"493" 0.0241184256084783 "fast_mean" "upper" 11 "normal" 1 1 1
"494" 0.023162505244488 "middle_mean" "upper" 11 "normal" 1 1 1
"495" 0.0228517189397827 "slow_mean" "upper" 11 "normal" 1 1 1
"496" 0.0213487764874935 "fast_mean" "lower" 11 "normal" 1 1 1
"497" 0.0223876928324341 "middle_mean" "lower" 11 "normal" 1 1 1
"498" 0.0225955206668312 "slow_mean" "lower" 11 "normal" 1 1 1
"499" 0.0241082365808462 "fast_mean" "upper" 12 "normal" 1 1 1
"500" 0.0231121000999427 "middle_mean" "upper" 12 "normal" 1 1 1
"501" 0.0227175637127947 "slow_mean" "upper" 12 "normal" 1 1 1
"502" 0.0211240822545089 "fast_mean" "lower" 12 "normal" 1 1 1
"503" 0.0222064074843765 "middle_mean" "lower" 12 "normal" 1 1 1
"504" 0.0223998562304507 "slow_mean" "lower" 12 "normal" 1 1 1
"505" 0.1121718903035 "fast_mean" "upper" 13 "normal" 2 1 2
"506" 0.106525050698836 "middle_mean" "upper" 13 "normal" 2 1 2
"507" 0.103486161530802 "slow_mean" "upper" 13 "normal" 2 1 2
"508" 0.0921148067192526 "fast_mean" "lower" 13 "normal" 2 1 2
"509" 0.097380707503913 "middle_mean" "lower" 13 "normal" 2 1 2
"510" 0.0996300206707942 "slow_mean" "lower" 13 "normal" 2 1 2
"511" 0.111797680532887 "fast_mean" "upper" 14 "normal" 2 1 2
"512" 0.1057923873362 "middle_mean" "upper" 14 "normal" 2 1 2
"513" 0.102646480146076 "slow_mean" "upper" 14 "normal" 2 1 2
"514" 0.0915045483795811 "fast_mean" "lower" 14 "normal" 2 1 2
"515" 0.0964808660761368 "middle_mean" "lower" 14 "normal" 2 1 2
"516" 0.0983683373983246 "slow_mean" "lower" 14 "normal" 2 1 2
"517" 0.111351871650216 "fast_mean" "upper" 15 "normal" 2 1 2
"518" 0.105010040385146 "middle_mean" "upper" 15 "normal" 2 1 2
"519" 0.101410936387102 "slow_mean" "upper" 15 "normal" 2 1 2
"520" 0.0906516175817347 "fast_mean" "lower" 15 "normal" 2 1 2
"521" 0.0954316980717571 "middle_mean" "lower" 15 "normal" 2 1 2
"522" 0.0969303228982044 "slow_mean" "lower" 15 "normal" 2 1 2
"523" 0.110993378219136 "fast_mean" "upper" 16 "normal" 2 1 2
"524" 0.104313175452632 "middle_mean" "upper" 16 "normal" 2 1 2
"525" 0.10032454411374 "slow_mean" "upper" 16 "normal" 2 1 2
"526" 0.0899831181659493 "fast_mean" "lower" 16 "normal" 2 1 2
"527" 0.0944283078275718 "middle_mean" "lower" 16 "normal" 2 1 2
"528" 0.0957403324622618 "slow_mean" "lower" 16 "normal" 2 1 2
"529" 0.110592379645623 "fast_mean" "upper" 17 "normal" 2 1 2
"530" 0.103682351541237 "middle_mean" "upper" 17 "normal" 2 1 2
"531" 0.0991344449389944 "slow_mean" "upper" 17 "normal" 2 1 2
"532" 0.0889092862721914 "fast_mean" "lower" 17 "normal" 2 1 2
"533" 0.0929085756606883 "middle_mean" "lower" 17 "normal" 2 1 2
"534" 0.094042652023351 "slow_mean" "lower" 17 "normal" 2 1 2
"535" 0.11039715035841 "fast_mean" "upper" 18 "normal" 2 1 2
"536" 0.102964112014627 "middle_mean" "upper" 18 "normal" 2 1 2
"537" 0.0978664609182622 "slow_mean" "upper" 18 "normal" 2 1 2
"538" 0.0878989449287772 "fast_mean" "lower" 18 "normal" 2 1 2
"539" 0.0914049727072613 "middle_mean" "lower" 18 "normal" 2 1 2
"540" 0.0924704383040291 "slow_mean" "lower" 18 "normal" 2 1 2
"541" 0.024560728232146 "fast_mean" "upper" 19 "normal" 2 1 1
"542" 0.0237587542850103 "middle_mean" "upper" 19 "normal" 2 1 1
"543" 0.0234533541306257 "slow_mean" "upper" 19 "normal" 2 1 1
"544" 0.0216067811685797 "fast_mean" "lower" 19 "normal" 2 1 1
"545" 0.0224840245006519 "middle_mean" "lower" 19 "normal" 2 1 1
"546" 0.0226692272405953 "slow_mean" "lower" 19 "normal" 2 1 1
"547" 0.0245520036446291 "fast_mean" "upper" 20 "normal" 2 1 1
"548" 0.0235889929542585 "middle_mean" "upper" 20 "normal" 2 1 1
"549" 0.0233432819666854 "slow_mean" "upper" 20 "normal" 2 1 1
"550" 0.0215241097989412 "fast_mean" "lower" 20 "normal" 2 1 1
"551" 0.0224134054764178 "middle_mean" "lower" 20 "normal" 2 1 1
"552" 0.0224420502321886 "slow_mean" "lower" 20 "normal" 2 1 1
"553" 0.0244765144878321 "fast_mean" "upper" 21 "normal" 2 1 1
"554" 0.0235261586498993 "middle_mean" "upper" 21 "normal" 2 1 1
"555" 0.0230639333760588 "slow_mean" "upper" 21 "normal" 2 1 1
"556" 0.0213812398799229 "fast_mean" "lower" 21 "normal" 2 1 1
"557" 0.0222236576595798 "middle_mean" "lower" 21 "normal" 2 1 1
"558" 0.0223367984441853 "slow_mean" "lower" 21 "normal" 2 1 1
"559" 0.0244128675906858 "fast_mean" "upper" 22 "normal" 2 1 1
"560" 0.0234033725076278 "middle_mean" "upper" 22 "normal" 2 1 1
"561" 0.022951454028233 "slow_mean" "upper" 22 "normal" 2 1 1
"562" 0.0212034741909022 "fast_mean" "lower" 22 "normal" 2 1 1
"563" 0.0220853043642727 "middle_mean" "lower" 22 "normal" 2 1 1
"564" 0.0220826260502088 "slow_mean" "lower" 22 "normal" 2 1 1
"565" 0.0243670833154481 "fast_mean" "upper" 23 "normal" 2 1 1
"566" 0.0232858076419412 "middle_mean" "upper" 23 "normal" 2 1 1
"567" 0.0227452062026138 "slow_mean" "upper" 23 "normal" 2 1 1
"568" 0.0210741641008739 "fast_mean" "lower" 23 "normal" 2 1 1
"569" 0.021789064437346 "middle_mean" "lower" 23 "normal" 2 1 1
"570" 0.021926012425102 "slow_mean" "lower" 23 "normal" 2 1 1
"571" 0.0243242225999232 "fast_mean" "upper" 24 "normal" 2 1 1
"572" 0.0232274547366763 "middle_mean" "upper" 24 "normal" 2 1 1
"573" 0.0225465760530801 "slow_mean" "upper" 24 "normal" 2 1 1
"574" 0.0207302169971545 "fast_mean" "lower" 24 "normal" 2 1 1
"575" 0.0216177787281534 "middle_mean" "lower" 24 "normal" 2 1 1
"576" 0.02158478868605 "slow_mean" "lower" 24 "normal" 2 1 1
"577" 0.116021908814605 "fast_mean" "upper" 25 "normal" 3 1 2
"578" 0.109447595609591 "middle_mean" "upper" 25 "normal" 3 1 2
"579" 0.105213330194878 "slow_mean" "upper" 25 "normal" 3 1 2
"580" 0.0883041244846553 "fast_mean" "lower" 25 "normal" 3 1 2
"581" 0.0937473743926834 "middle_mean" "lower" 25 "normal" 3 1 2
"582" 0.0966153032675428 "slow_mean" "lower" 25 "normal" 3 1 2
"583" 0.115312446093713 "fast_mean" "upper" 26 "normal" 3 1 2
"584" 0.108284714815383 "middle_mean" "upper" 26 "normal" 3 1 2
"585" 0.103600935829877 "slow_mean" "upper" 26 "normal" 3 1 2
"586" 0.0874261358510884 "fast_mean" "lower" 26 "normal" 3 1 2
"587" 0.0926404757629708 "middle_mean" "lower" 26 "normal" 3 1 2
"588" 0.0948572948455507 "slow_mean" "lower" 26 "normal" 3 1 2
"589" 0.114702992951708 "fast_mean" "upper" 27 "normal" 3 1 2
"590" 0.107028520938892 "middle_mean" "upper" 27 "normal" 3 1 2
"591" 0.101690751036376 "slow_mean" "upper" 27 "normal" 3 1 2
"592" 0.0866395731982234 "fast_mean" "lower" 27 "normal" 3 1 2
"593" 0.0909762539604674 "middle_mean" "lower" 27 "normal" 3 1 2
"594" 0.092760822907917 "slow_mean" "lower" 27 "normal" 3 1 2
"595" 0.114114538140748 "fast_mean" "upper" 28 "normal" 3 1 2
"596" 0.106123966121167 "middle_mean" "upper" 28 "normal" 3 1 2
"597" 0.0999513095013572 "slow_mean" "upper" 28 "normal" 3 1 2
"598" 0.085583172923193 "fast_mean" "lower" 28 "normal" 3 1 2
"599" 0.0894509122387802 "middle_mean" "lower" 28 "normal" 3 1 2
"600" 0.0907743468574427 "slow_mean" "lower" 28 "normal" 3 1 2
"601" 0.113527216832614 "fast_mean" "upper" 29 "normal" 3 1 2
"602" 0.105134727714249 "middle_mean" "upper" 29 "normal" 3 1 2
"603" 0.0980741150160534 "slow_mean" "upper" 29 "normal" 3 1 2
"604" 0.0842747959720295 "fast_mean" "lower" 29 "normal" 3 1 2
"605" 0.0877256434328444 "middle_mean" "lower" 29 "normal" 3 1 2
"606" 0.0880195752578541 "slow_mean" "lower" 29 "normal" 3 1 2
"607" 0.1130983971137 "fast_mean" "upper" 30 "normal" 3 1 2
"608" 0.104116882638662 "middle_mean" "upper" 30 "normal" 3 1 2
"609" 0.0962732591294721 "slow_mean" "upper" 30 "normal" 3 1 2
"610" 0.0827792904429953 "fast_mean" "lower" 30 "normal" 3 1 2
"611" 0.0855186688512555 "middle_mean" "lower" 30 "normal" 3 1 2
"612" 0.0850535999041056 "slow_mean" "lower" 30 "normal" 3 1 2
"613" 0.0249054935728421 "fast_mean" "upper" 31 "normal" 3 1 1
"614" 0.0240156186902472 "middle_mean" "upper" 31 "normal" 3 1 1
"615" 0.0236753489393314 "slow_mean" "upper" 31 "normal" 3 1 1
"616" 0.0212862751468282 "fast_mean" "lower" 31 "normal" 3 1 1
"617" 0.0221674628167679 "middle_mean" "lower" 31 "normal" 3 1 1
"618" 0.0222366323674543 "slow_mean" "lower" 31 "normal" 3 1 1
"619" 0.0248879584521507 "fast_mean" "upper" 32 "normal" 3 1 1
"620" 0.0238708304977529 "middle_mean" "upper" 32 "normal" 3 1 1
"621" 0.023383577710115 "slow_mean" "upper" 32 "normal" 3 1 1
"622" 0.0211870171311147 "fast_mean" "lower" 32 "normal" 3 1 1
"623" 0.0220326403480189 "middle_mean" "lower" 32 "normal" 3 1 1
"624" 0.0219822523599303 "slow_mean" "lower" 32 "normal" 3 1 1
"625" 0.0247491103782888 "fast_mean" "upper" 33 "normal" 3 1 1
"626" 0.023742219728878 "middle_mean" "upper" 33 "normal" 3 1 1
"627" 0.0231550433021912 "slow_mean" "upper" 33 "normal" 3 1 1
"628" 0.0210571529232538 "fast_mean" "lower" 33 "normal" 3 1 1
"629" 0.0218111073853 "middle_mean" "lower" 33 "normal" 3 1 1
"630" 0.0216943455668795 "slow_mean" "lower" 33 "normal" 3 1 1
"631" 0.0246602147036163 "fast_mean" "upper" 34 "normal" 3 1 1
"632" 0.0235749477459601 "middle_mean" "upper" 34 "normal" 3 1 1
"633" 0.0229002630485345 "slow_mean" "upper" 34 "normal" 3 1 1
"634" 0.0209713094798847 "fast_mean" "lower" 34 "normal" 3 1 1
"635" 0.0216244598560143 "middle_mean" "lower" 34 "normal" 3 1 1
"636" 0.0214244812567874 "slow_mean" "lower" 34 "normal" 3 1 1
"637" 0.0246458567507448 "fast_mean" "upper" 35 "normal" 3 1 1
"638" 0.0234742695730197 "middle_mean" "upper" 35 "normal" 3 1 1
"639" 0.0226080229307805 "slow_mean" "upper" 35 "normal" 3 1 1
"640" 0.0206780792391453 "fast_mean" "lower" 35 "normal" 3 1 1
"641" 0.0214525839275799 "middle_mean" "lower" 35 "normal" 3 1 1
"642" 0.0210255486983085 "slow_mean" "lower" 35 "normal" 3 1 1
"643" 0.0245530968115667 "fast_mean" "upper" 36 "normal" 3 1 1
"644" 0.0233468727652138 "middle_mean" "upper" 36 "normal" 3 1 1
"645" 0.0223444856066162 "slow_mean" "upper" 36 "normal" 3 1 1
"646" 0.0205043557814747 "fast_mean" "lower" 36 "normal" 3 1 1
"647" 0.0211478883064961 "middle_mean" "lower" 36 "normal" 3 1 1
"648" 0.0208133367797388 "slow_mean" "lower" 36 "normal" 3 1 1
"649" 0.104255883761761 "fast_mean" "upper" 37 "normal" 4 1 2
"650" 0.10104630187922 "middle_mean" "upper" 37 "normal" 4 1 2
"651" 0.101146289000452 "slow_mean" "upper" 37 "normal" 4 1 2
"652" 0.100322109833313 "fast_mean" "lower" 37 "normal" 4 1 2
"653" 0.104163552113824 "middle_mean" "lower" 37 "normal" 4 1 2
"654" 0.104656953901857 "slow_mean" "lower" 37 "normal" 4 1 2
"655" 0.10419609881776 "fast_mean" "upper" 38 "normal" 4 1 2
"656" 0.10106407470748 "middle_mean" "upper" 38 "normal" 4 1 2
"657" 0.101315075871908 "slow_mean" "upper" 38 "normal" 4 1 2
"658" 0.100238171387847 "fast_mean" "lower" 38 "normal" 4 1 2
"659" 0.104266436635019 "middle_mean" "lower" 38 "normal" 4 1 2
"660" 0.104861640657918 "slow_mean" "lower" 38 "normal" 4 1 2
"661" 0.104273135735928 "fast_mean" "upper" 39 "normal" 4 1 2
"662" 0.101149828834933 "middle_mean" "upper" 39 "normal" 4 1 2
"663" 0.10136838242877 "slow_mean" "upper" 39 "normal" 4 1 2
"664" 0.100128274354794 "fast_mean" "lower" 39 "normal" 4 1 2
"665" 0.104295886679904 "middle_mean" "lower" 39 "normal" 4 1 2
"666" 0.105116934153255 "slow_mean" "lower" 39 "normal" 4 1 2
"667" 0.104458233959834 "fast_mean" "upper" 40 "normal" 4 1 2
"668" 0.101209472950653 "middle_mean" "upper" 40 "normal" 4 1 2
"669" 0.101370941610612 "slow_mean" "upper" 40 "normal" 4 1 2
"670" 0.0999681931040194 "fast_mean" "lower" 40 "normal" 4 1 2
"671" 0.104293201868201 "middle_mean" "lower" 40 "normal" 4 1 2
"672" 0.105084943050296 "slow_mean" "lower" 40 "normal" 4 1 2
"673" 0.104622421925406 "fast_mean" "upper" 41 "normal" 4 1 2
"674" 0.101099713568131 "middle_mean" "upper" 41 "normal" 4 1 2
"675" 0.101528756602014 "slow_mean" "upper" 41 "normal" 4 1 2
"676" 0.0995699662244303 "fast_mean" "lower" 41 "normal" 4 1 2
"677" 0.104162017543871 "middle_mean" "lower" 41 "normal" 4 1 2
"678" 0.10549645911601 "slow_mean" "lower" 41 "normal" 4 1 2
"679" 0.104624491943716 "fast_mean" "upper" 42 "normal" 4 1 2
"680" 0.101159838528763 "middle_mean" "upper" 42 "normal" 4 1 2
"681" 0.101605707744839 "slow_mean" "upper" 42 "normal" 4 1 2
"682" 0.0991707074574688 "fast_mean" "lower" 42 "normal" 4 1 2
"683" 0.104086705507645 "middle_mean" "lower" 42 "normal" 4 1 2
"684" 0.105575735157258 "slow_mean" "lower" 42 "normal" 4 1 2
"685" 0.0239545559601459 "fast_mean" "upper" 43 "normal" 4 1 1
"686" 0.0231607778062519 "middle_mean" "upper" 43 "normal" 4 1 1
"687" 0.0230984918624134 "slow_mean" "upper" 43 "normal" 4 1 1
"688" 0.0222155869638009 "fast_mean" "lower" 43 "normal" 4 1 1
"689" 0.023178871330126 "middle_mean" "lower" 43 "normal" 4 1 1
"690" 0.0233987584407823 "slow_mean" "lower" 43 "normal" 4 1 1
"691" 0.0239401644695986 "fast_mean" "upper" 44 "normal" 4 1 1
"692" 0.0231461172537533 "middle_mean" "upper" 44 "normal" 4 1 1
"693" 0.0230456898255378 "slow_mean" "upper" 44 "normal" 4 1 1
"694" 0.0221697966396902 "fast_mean" "lower" 44 "normal" 4 1 1
"695" 0.0230915242625811 "middle_mean" "lower" 44 "normal" 4 1 1
"696" 0.0234471643202342 "slow_mean" "lower" 44 "normal" 4 1 1
"697" 0.0238838641171424 "fast_mean" "upper" 45 "normal" 4 1 1
"698" 0.0230958190722041 "middle_mean" "upper" 45 "normal" 4 1 1
"699" 0.0230498910084777 "slow_mean" "upper" 45 "normal" 4 1 1
"700" 0.0221051311995845 "fast_mean" "lower" 45 "normal" 4 1 1
"701" 0.0230806987337504 "middle_mean" "lower" 45 "normal" 4 1 1
"702" 0.0233081677604217 "slow_mean" "lower" 45 "normal" 4 1 1
"703" 0.0238685078201875 "fast_mean" "upper" 46 "normal" 4 1 1
"704" 0.0230733414938049 "middle_mean" "upper" 46 "normal" 4 1 1
"705" 0.0230065948804109 "slow_mean" "upper" 46 "normal" 4 1 1
"706" 0.0219381090844296 "fast_mean" "lower" 46 "normal" 4 1 1
"707" 0.023000750085763 "middle_mean" "lower" 46 "normal" 4 1 1
"708" 0.0233193510457926 "slow_mean" "lower" 46 "normal" 4 1 1
"709" 0.0239053828181918 "fast_mean" "upper" 47 "normal" 4 1 1
"710" 0.023043843015367 "middle_mean" "upper" 47 "normal" 4 1 1
"711" 0.0229415922937419 "slow_mean" "upper" 47 "normal" 4 1 1
"712" 0.0217555368472691 "fast_mean" "lower" 47 "normal" 4 1 1
"713" 0.0228455282888916 "middle_mean" "lower" 47 "normal" 4 1 1
"714" 0.0232568396892487 "slow_mean" "lower" 47 "normal" 4 1 1
"715" 0.0239148007976368 "fast_mean" "upper" 48 "normal" 4 1 1
"716" 0.0230154677886456 "middle_mean" "upper" 48 "normal" 4 1 1
"717" 0.0228839868159105 "slow_mean" "upper" 48 "normal" 4 1 1
"718" 0.0215325123954886 "fast_mean" "lower" 48 "normal" 4 1 1
"719" 0.0225743356816404 "middle_mean" "lower" 48 "normal" 4 1 1
"720" 0.0231609017995246 "slow_mean" "lower" 48 "normal" 4 1 1
"721" 0.0993697339746708 "fast_mean" "upper" 49 "normal" 5 1 2
"722" 0.0980502350646278 "middle_mean" "upper" 49 "normal" 5 1 2
"723" 0.0998967537057788 "slow_mean" "upper" 49 "normal" 5 1 2
"724" 0.105447248742394 "fast_mean" "lower" 49 "normal" 5 1 2
"725" 0.108221722242596 "middle_mean" "lower" 49 "normal" 5 1 2
"726" 0.107155862673069 "slow_mean" "lower" 49 "normal" 5 1 2
"727" 0.0996740064611545 "fast_mean" "upper" 50 "normal" 5 1 2
"728" 0.0985049889119634 "middle_mean" "upper" 50 "normal" 5 1 2
"729" 0.100890141196137 "slow_mean" "upper" 50 "normal" 5 1 2
"730" 0.105771082160955 "fast_mean" "lower" 50 "normal" 5 1 2
"731" 0.108596594132982 "middle_mean" "lower" 50 "normal" 5 1 2
"732" 0.108036968096836 "slow_mean" "lower" 50 "normal" 5 1 2
"733" 0.100057183836277 "fast_mean" "upper" 51 "normal" 5 1 2
"734" 0.0990167451087316 "middle_mean" "upper" 51 "normal" 5 1 2
"735" 0.101812056526712 "slow_mean" "upper" 51 "normal" 5 1 2
"736" 0.106065785519635 "fast_mean" "lower" 51 "normal" 5 1 2
"737" 0.109544966878248 "middle_mean" "lower" 51 "normal" 5 1 2
"738" 0.109031904396257 "slow_mean" "lower" 51 "normal" 5 1 2
"739" 0.100430965117138 "fast_mean" "upper" 52 "normal" 5 1 2
"740" 0.0993630618681556 "middle_mean" "upper" 52 "normal" 5 1 2
"741" 0.102525615444891 "slow_mean" "upper" 52 "normal" 5 1 2
"742" 0.106507357471605 "fast_mean" "lower" 52 "normal" 5 1 2
