"subj" "sess" "dist" "prop" "instr" "resp" "rt" "tr_id" "acc" "block"
"1773" "kr" 4 1 13 1 2 1235 1 0 1
"1774" "kr" 4 1 13 1 1 1761 32 1 1
"1775" "kr" 4 1 13 1 1 2766 36 1 1
"1776" "kr" 4 2 13 1 2 2181 46 1 1
"1777" "kr" 4 1 13 1 2 632 60 0 1
"1778" "kr" 4 1 13 1 2 1677 66 0 1
"1779" "kr" 4 2 13 1 1 1306 67 0 1
"1780" "kr" 6 1 13 1 1 501 17 1 1
"1781" "kr" 6 2 13 1 1 1432 29 0 1
"1782" "kr" 8 1 13 1 1 1659 1 1 1
"1783" "kr" 8 1 13 1 1 665 67 1 1
"1784" "kr" 8 1 13 1 1 642 102 1 1
"1785" "kr" 9 1 13 1 1 383 18 1 1
"1786" "kr" 9 1 13 1 1 966 67 1 1
"1787" "kr" 9 2 13 1 2 1193 76 1 1
"1788" "kr" 9 1 13 1 2 2430 80 0 1
"1789" "kr" 9 1 13 1 1 740 102 1 1
"1790" "kr" 10 1 13 1 1 620 15 1 1
"1791" "kr" 10 1 13 1 1 602 20 1 1
"1792" "kr" 10 1 13 1 1 660 55 1 1
"1793" "kr" 10 2 13 1 1 793 100 0 1
"1794" "kr" 2 1 14 1 1 1287 18 1 1
"1795" "kr" 2 1 14 1 1 989 28 1 1
"1796" "kr" 2 1 14 1 1 983 54 1 1
"1797" "kr" 4 1 14 1 1 967 18 1 1
"1798" "kr" 4 1 14 1 2 882 28 0 1
"1799" "kr" 4 1 14 1 2 2677 54 0 1
"1800" "kr" 6 1 14 1 1 1309 16 1 1
"1801" "kr" 6 1 14 1 1 2007 63 1 1
"1802" "kr" 6 2 14 1 2 566 67 1 1
"1803" "kr" 6 2 14 1 2 744 81 1 1
"1804" "kr" 6 2 14 1 2 1109 98 1 1
"1805" "kr" 8 2 14 1 1 887 6 0 1
"1806" "kr" 8 1 14 1 1 900 50 1 1
"1807" "kr" 8 1 14 1 1 1081 51 1 1
"1808" "kr" 8 1 14 1 2 1340 84 0 1
"1809" "kr" 8 1 14 1 2 713 91 0 1
"1810" "kr" 9 1 14 1 1 2225 75 1 1
"1811" "kr" 9 1 14 1 2 1946 89 0 1
"1812" "kr" 9 2 14 1 2 647 95 1 1
"1813" "kr" 9 1 14 1 1 1139 97 1 1
"1814" "kr" 9 2 14 1 1 1548 98 0 1
"1815" "kr" 10 2 14 1 1 555 18 0 1
"1816" "kr" 10 1 14 1 1 860 23 1 1
"1817" "kr" 10 2 14 1 2 1247 62 1 1
"1818" "kr" 10 2 14 1 2 1887 79 1 1
"1819" "kr" 10 1 14 1 1 2053 80 1 1
"1820" "kr" 2 2 15 1 2 1684 16 1 1
"1821" "kr" 2 2 15 1 2 2117 30 1 1
"1822" "kr" 2 2 15 1 2 1170 43 1 1
"1823" "kr" 2 1 15 1 1 1235 88 1 1
"1824" "kr" 4 2 15 1 1 2613 16 0 1
"1825" "kr" 4 2 15 1 2 1315 30 1 1
"1826" "kr" 4 2 15 1 1 2112 43 0 1
"1827" "kr" 4 1 15 1 2 1079 88 0 1
"1828" "kr" 6 2 15 1 2 969 2 1 1
"1829" "kr" 6 1 15 1 2 630 5 0 1
"1830" "kr" 6 1 15 1 1 1349 51 1 1
"1831" "kr" 6 1 15 1 1 788 57 1 1
"1832" "kr" 6 1 15 1 2 748 78 0 1
"1833" "kr" 6 1 15 1 1 1333 82 1 1
"1834" "kr" 6 2 15 1 2 1421 90 1 1
"1835" "kr" 6 1 15 1 2 1145 91 0 1
"1836" "kr" 8 1 15 1 1 805 47 1 1
"1837" "kr" 8 2 15 1 2 1762 56 1 1
"1838" "kr" 8 1 15 1 1 537 72 1 1
"1839" "kr" 8 1 15 1 2 771 82 0 1
"1840" "kr" 8 1 15 1 2 1124 95 0 1
"1841" "kr" 9 2 15 1 2 1337 1 1 1
"1842" "kr" 9 2 15 1 1 674 10 0 1
"1843" "kr" 9 1 15 1 2 919 17 0 1
"1844" "kr" 9 1 15 1 2 768 49 0 1
"1845" "kr" 9 1 15 1 2 1386 56 0 1
"1846" "kr" 9 2 15 1 1 1040 70 0 1
"1847" "kr" 9 2 15 1 2 1991 78 1 1
"1848" "kr" 10 2 15 1 1 437 37 0 1
"1849" "kr" 10 2 15 1 1 591 39 0 1
"1850" "kr" 10 2 15 1 2 1118 58 1 1
"1851" "kr" 10 1 15 1 2 1763 81 0 1
"1852" "kr" 2 2 16 1 2 1320 41 1 1
"1853" "kr" 4 2 16 1 2 951 41 1 1
"1854" "kr" 6 1 16 1 1 937 10 1 1
"1855" "kr" 6 2 16 1 2 798 70 1 1
"1856" "kr" 6 2 16 1 2 579 75 1 1
"1857" "kr" 8 2 16 1 2 717 9 1 1
"1858" "kr" 8 1 16 1 1 1219 28 1 1
"1859" "kr" 8 2 16 1 2 331 34 1 1
"1860" "kr" 8 2 16 1 2 368 35 1 1
"1861" "kr" 8 2 16 1 2 370 57 1 1
"1862" "kr" 8 2 16 1 2 387 70 1 1
"1863" "kr" 8 1 16 1 1 850 98 1 1
"1864" "kr" 9 2 16 1 2 369 14 1 1
"1865" "kr" 9 1 16 1 2 3088 32 0 1
"1866" "kr" 9 1 16 1 2 454 53 0 1
"1867" "kr" 9 1 16 1 2 457 74 0 1
"1868" "kr" 9 1 16 1 1 1503 85 1 1
"1869" "kr" 9 2 16 1 2 1485 96 1 1
"1870" "kr" 10 1 16 1 1 660 14 1 1
"1871" "kr" 10 1 16 1 1 527 31 1 1
"1872" "kr" 10 2 16 1 2 486 67 1 1
"1873" "kr" 10 2 16 1 1 677 90 0 1
"1874" "kr" 10 1 16 1 2 1134 97 0 1
"1875" "kr" 2 2 17 1 2 995 76 1 1
"1876" "kr" 2 2 17 1 2 2137 84 1 1
"1877" "kr" 2 2 17 1 1 791 97 0 1
"1878" "kr" 2 2 17 1 2 2680 98 1 1
"1879" "kr" 4 2 17 1 2 859 76 1 1
"1880" "kr" 4 2 17 1 2 1949 84 1 1
"1881" "kr" 4 2 17 1 2 2105 97 1 1
"1882" "kr" 4 2 17 1 1 752 98 0 1
"1883" "kr" 6 2 17 1 2 841 53 1 1
"1884" "kr" 6 2 17 1 2 741 56 1 1
"1885" "kr" 6 2 17 1 1 1825 64 0 1
"1886" "kr" 6 1 17 1 2 716 87 0 1
"1887" "kr" 6 1 17 1 1 1259 102 1 1
"1888" "kr" 8 2 17 1 1 1584 20 0 1
"1889" "kr" 8 2 17 1 2 585 38 1 1
"1890" "kr" 8 2 17 1 2 545 45 1 1
"1891" "kr" 8 1 17 1 2 528 83 0 1
"1892" "kr" 8 2 17 1 2 710 89 1 1
"1893" "kr" 9 2 17 1 2 2310 30 1 1
"1894" "kr" 10 2 17 1 2 450 3 1 1
"1895" "kr" 10 2 17 1 2 897 64 1 1
"1896" "kr" 10 2 17 1 2 584 86 1 1
"1897" "kr" 10 2 17 1 1 609 94 0 1
"1898" "kr" 2 1 18 1 1 788 9 1 1
"1899" "kr" 2 2 18 1 2 896 37 1 1
"1900" "kr" 2 1 18 1 2 702 49 0 1
"1901" "kr" 2 2 18 1 2 994 55 1 1
"1902" "kr" 2 2 18 1 2 1712 90 1 1
"1903" "kr" 4 1 18 1 2 2236 9 0 1
"1904" "kr" 4 2 18 1 2 1089 37 1 1
"1905" "kr" 4 1 18 1 2 1276 49 0 1
"1906" "kr" 4 2 18 1 2 1005 55 1 1
"1907" "kr" 4 1 18 1 2 2204 78 0 1
"1908" "kr" 4 2 18 1 2 780 90 1 1
"1909" "kr" 6 2 18 1 2 1189 25 1 1
"1910" "kr" 6 2 18 1 2 1162 66 1 1
"1911" "kr" 6 2 18 1 2 866 68 1 1
"1912" "kr" 6 1 18 1 2 724 85 0 1
"1913" "kr" 6 1 18 1 2 414 101 0 1
"1914" "kr" 8 2 18 1 2 713 8 1 1
"1915" "kr" 8 2 18 1 2 1086 11 1 1
"1916" "kr" 8 2 18 1 1 1667 23 0 1
"1917" "kr" 8 2 18 1 2 811 59 1 1
"1918" "kr" 8 2 18 1 2 998 99 1 1
"1919" "kr" 9 2 18 1 2 432 68 1 1
"1920" "kr" 9 1 18 1 2 2856 100 0 1
"1921" "kr" 10 1 18 1 2 711 11 0 1
"1922" "kr" 10 2 18 1 2 600 22 1 1
"1923" "kr" 10 1 18 1 2 796 27 0 1
"1924" "kr" 10 2 18 1 2 926 38 1 1
"1925" "kr" 2 2 19 1 2 1692 19 1 1
"1926" "kr" 2 2 19 1 2 1145 23 1 1
"1927" "kr" 2 2 19 1 2 2069 25 1 1
"1928" "kr" 2 2 19 1 2 770 38 1 1
"1929" "kr" 2 1 19 1 2 1134 44 0 1
"1930" "kr" 2 2 19 1 2 1725 50 1 1
"1931" "kr" 2 2 19 1 2 1261 59 1 1
"1932" "kr" 2 2 19 1 1 1375 79 0 1
"1933" "kr" 2 2 19 1 2 2329 87 1 1
"1934" "kr" 2 2 19 1 2 1575 89 1 1
"1935" "kr" 4 2 19 1 1 1922 19 0 1
"1936" "kr" 4 2 19 1 2 1157 23 1 1
"1937" "kr" 4 2 19 1 2 1881 25 1 1
"1938" "kr" 4 2 19 1 2 2188 38 1 1
"1939" "kr" 4 1 19 1 2 1594 44 0 1
"1940" "kr" 4 2 19 1 2 726 50 1 1
"1941" "kr" 4 2 19 1 2 564 59 1 1
"1942" "kr" 4 2 19 1 2 1616 79 1 1
"1943" "kr" 4 2 19 1 2 1078 87 1 1
"1944" "kr" 4 2 19 1 2 508 89 1 1
"1945" "kr" 6 2 19 1 2 477 92 1 1
"1946" "kr" 6 1 19 1 2 484 95 0 1
"1947" "kr" 8 1 19 1 2 408 21 0 1
"1948" "kr" 8 1 19 1 2 2407 43 0 1
"1949" "kr" 9 2 19 1 2 315 16 1 1
"1950" "kr" 9 2 19 1 2 397 40 1 1
"1951" "kr" 9 2 19 1 2 1922 57 1 1
"1952" "kr" 9 2 19 1 2 486 87 1 1
"1953" "kr" 10 2 19 1 2 642 7 1 1
"1954" "kr" 10 2 19 1 2 682 24 1 1
"1955" "kr" 10 2 19 1 2 589 84 1 1
"1956" "kr" 2 2 20 1 1 720 4 0 1
"1957" "kr" 2 2 20 1 2 961 27 1 1
"1958" "kr" 2 2 20 1 2 798 48 1 1
"1959" "kr" 2 1 20 1 2 812 83 0 1
"1960" "kr" 4 2 20 1 2 1625 4 1 1
"1961" "kr" 4 2 20 1 2 1238 27 1 1
"1962" "kr" 4 2 20 1 2 957 48 1 1
"1963" "kr" 4 2 20 1 2 765 51 1 1
"1964" "kr" 4 1 20 1 2 1182 83 0 1
"1965" "kr" 6 2 20 1 2 1379 9 1 1
"1966" "kr" 6 1 20 1 2 669 84 0 1
"1967" "kr" 6 1 20 1 2 810 89 0 1
"1968" "kr" 8 2 20 1 2 441 15 1 1
"1969" "kr" 8 2 20 1 2 397 31 1 1
"1970" "kr" 8 2 20 1 2 337 55 1 1
"1971" "kr" 8 1 20 1 2 381 61 0 1
"1972" "kr" 8 2 20 1 2 338 64 1 1
"1973" "kr" 8 2 20 1 2 397 77 1 1
"1974" "kr" 9 2 20 1 2 995 2 1 1
"1975" "kr" 9 2 20 1 2 372 11 1 1
"1976" "kr" 9 1 20 1 2 546 28 0 1
"1977" "kr" 9 2 20 1 2 356 88 1 1
"1978" "kr" 9 2 20 1 2 474 99 1 1
"1979" "kr" 10 1 20 1 2 638 33 0 1
"1980" "kr" 10 1 20 1 2 408 60 0 1
"1981" "kr" 10 2 20 1 2 511 69 1 1
"1982" "kr" 10 1 20 1 2 501 74 0 1
"1983" "kr" 10 2 20 1 2 421 87 1 1
"1984" "kr" 2 2 21 1 2 1300 8 1 1
"1985" "kr" 2 1 21 1 2 967 24 0 1
"1986" "kr" 2 1 21 1 2 1596 52 0 1
"1987" "kr" 2 2 21 1 2 684 71 1 1
"1988" "kr" 2 1 21 1 2 834 92 0 1
"1989" "kr" 4 2 21 1 2 1329 8 1 1
"1990" "kr" 4 1 21 1 2 617 52 0 1
"1991" "kr" 4 2 21 1 2 829 71 1 1
"1992" "kr" 4 1 21 1 2 1032 92 0 1
"1993" "kr" 6 1 21 1 2 928 13 0 1
"1994" "kr" 6 2 21 1 2 611 19 1 1
"1995" "kr" 6 1 21 1 2 501 42 0 1
"1996" "kr" 6 2 21 1 2 410 96 1 1
"1997" "kr" 8 2 21 1 2 420 12 1 1
"1998" "kr" 8 2 21 1 2 568 13 1 1
"1999" "kr" 8 2 21 1 2 777 22 1 1
"2000" "kr" 8 1 21 1 2 321 66 0 1
"2001" "kr" 8 2 21 1 2 381 68 1 1
"2002" "kr" 8 1 21 1 2 341 94 0 1
"2003" "kr" 8 1 21 1 2 1083 97 0 1
"2004" "kr" 9 2 21 1 2 611 4 1 1
"2005" "kr" 9 2 21 1 2 380 13 1 1
"2006" "kr" 9 2 21 1 2 346 21 1 1
"2007" "kr" 9 2 21 1 2 581 35 1 1
"2008" "kr" 9 2 21 1 2 405 84 1 1
"2009" "kr" 10 2 21 1 2 484 13 1 1
"2010" "kr" 10 1 21 1 2 373 63 0 1
"2011" "kr" 2 2 22 1 2 763 3 1 1
"2012" "kr" 2 2 22 1 2 636 39 1 1
"2013" "kr" 2 2 22 1 2 604 68 1 1
"2014" "kr" 4 2 22 1 2 1045 3 1 1
"2015" "kr" 4 2 22 1 2 600 39 1 1
"2016" "kr" 4 2 22 1 2 504 68 1 1
"2017" "kr" 4 2 22 1 2 798 72 1 1
"2018" "kr" 6 2 22 1 2 840 8 1 1
"2019" "kr" 6 1 22 1 2 529 22 0 1
"2020" "kr" 6 2 22 1 2 620 30 1 1
"2021" "kr" 6 2 22 1 2 470 39 1 1
"2022" "kr" 6 2 22 1 1 795 45 0 1
"2023" "kr" 6 2 22 1 2 414 50 1 1
"2024" "kr" 6 2 22 1 2 419 54 1 1
"2025" "kr" 6 2 22 1 2 483 73 1 1
"2026" "kr" 6 2 22 1 2 366 77 1 1
"2027" "kr" 6 2 22 1 2 432 94 1 1
"2028" "kr" 8 2 22 1 2 370 32 1 1
"2029" "kr" 8 2 22 1 2 397 37 1 1
"2030" "kr" 8 2 22 1 2 497 42 1 1
"2031" "kr" 8 2 22 1 2 629 48 1 1
"2032" "kr" 9 2 22 1 2 766 31 1 1
"2033" "kr" 9 1 22 1 2 329 90 0 1
"2034" "kr" 10 2 22 1 2 605 25 1 1
"2035" "kr" 10 2 22 1 2 567 32 1 1
"2036" "kr" 10 1 22 1 2 473 68 0 1
"2037" "kr" 10 2 22 1 2 414 82 1 1
"2038" "kr" 2 2 23 1 2 814 33 1 1
"2039" "kr" 2 2 23 1 2 588 96 1 1
"2040" "kr" 4 2 23 1 2 728 33 1 1
"2041" "kr" 4 2 23 1 2 794 96 1 1
"2042" "kr" 6 1 23 1 2 436 7 0 1
"2043" "kr" 6 1 23 1 2 1328 55 0 1
"2044" "kr" 6 2 23 1 2 383 72 1 1
"2045" "kr" 6 2 23 1 2 418 76 1 1
"2046" "kr" 6 2 23 1 2 418 99 1 1
"2047" "kr" 8 2 23 1 2 455 100 1 1
"2048" "kr" 8 2 23 1 2 505 101 1 1
"2049" "kr" 9 2 23 1 2 620 9 1 1
"2050" "kr" 9 2 23 1 2 329 23 1 1
"2051" "kr" 9 2 23 1 2 354 36 1 1
"2052" "kr" 9 2 23 1 2 364 43 1 1
"2053" "kr" 9 2 23 1 2 341 71 1 1
"2054" "kr" 10 2 23 1 2 363 40 1 1
"2055" "kr" 10 2 23 1 2 452 54 1 1
"2056" "kr" 10 2 23 1 2 455 59 1 1
"2057" "kr" 2 1 24 1 2 1302 5 0 1
"2058" "kr" 2 1 24 1 2 1026 15 0 1
"2059" "kr" 2 2 24 1 2 899 77 1 1
"2060" "kr" 2 2 24 1 2 668 91 1 1
"2061" "kr" 4 1 24 1 2 500 5 0 1
"2062" "kr" 4 2 24 1 2 1367 6 1 1
"2063" "kr" 4 1 24 1 2 527 15 0 1
"2064" "kr" 4 2 24 1 2 450 77 1 1
"2065" "kr" 4 2 24 1 2 764 91 1 1
"2066" "kr" 6 1 24 1 2 480 15 0 1
"2067" "kr" 6 2 24 1 2 469 40 1 1
"2068" "kr" 6 2 24 1 2 592 43 1 1
"2069" "kr" 6 1 24 1 2 916 44 0 1
"2070" "kr" 6 2 24 1 2 532 69 1 1
"2071" "kr" 8 2 24 1 2 386 39 1 1
"2072" "kr" 8 2 24 1 2 338 65 1 1
"2073" "kr" 9 2 24 1 2 421 61 1 1
"2074" "kr" 9 2 24 1 2 406 62 1 1
"2075" "kr" 10 1 24 1 2 360 19 0 1
"2076" "kr" 10 2 24 1 2 391 70 1 1
"2077" "kr" 10 2 24 1 2 592 91 1 1
"2078" "kr" 10 2 24 1 2 356 99 1 1
"2079" "kr" 2 2 25 1 2 801 20 1 1
"2080" "kr" 2 2 25 1 2 689 62 1 1
"2081" "kr" 4 2 25 1 2 423 20 1 1
"2082" "kr" 4 2 25 1 2 504 62 1 1
"2083" "kr" 6 2 25 1 2 559 23 1 1
"2084" "kr" 8 2 25 1 2 559 5 1 1
"2085" "kr" 8 2 25 1 2 445 27 1 1
"2086" "kr" 8 2 25 1 2 398 54 1 1
"2087" "kr" 8 2 25 1 2 336 69 1 1
"2088" "kr" 9 2 25 1 2 738 8 1 1
"2089" "kr" 9 1 25 1 2 361 33 0 1
"2090" "kr" 9 2 25 1 2 431 64 1 1
"2091" "kr" 9 2 25 1 2 386 69 1 1
"2092" "kr" 10 2 25 1 2 416 28 1 1
"2093" "kr" 10 2 25 1 2 448 34 1 1
"2094" "kr" 10 2 25 1 2 403 56 1 1
"2095" "kr" 10 2 25 1 2 382 98 1 1
"2096" "kr" 6 2 26 1 2 394 36 1 1
"2097" "kr" 6 2 26 1 2 567 41 1 1
"2098" "kr" 6 2 26 1 2 575 47 1 1
"2099" "kr" 8 2 26 1 2 337 17 1 1
"2100" "kr" 8 2 26 1 2 435 18 1 1
"2101" "kr" 8 2 26 1 2 341 24 1 1
"2102" "kr" 9 2 26 1 2 430 6 1 1
"2103" "kr" 9 2 26 1 2 408 52 1 1
"2104" "kr" 9 2 26 1 2 366 92 1 1
"2105" "kr" 10 2 26 1 2 435 5 1 1
"2106" "kr" 10 2 26 1 2 487 30 1 1
"2107" "kr" 10 1 26 1 2 432 49 0 1
"2108" "kr" 10 2 26 1 2 370 83 1 1
"2109" "kr" 10 2 26 1 2 421 89 1 1
"2110" "kr" 2 2 27 1 2 490 2 1 1
"2111" "kr" 2 2 27 1 2 578 12 1 1
"2112" "kr" 2 2 27 1 2 850 31 1 1
"2113" "kr" 2 2 27 1 2 460 70 1 1
"2114" "kr" 4 2 27 1 2 457 2 1 1
"2115" "kr" 4 2 27 1 2 758 12 1 1
"2116" "kr" 4 2 27 1 2 531 31 1 1
"2117" "kr" 4 2 27 1 2 652 70 1 1
"2118" "kr" 4 2 27 1 2 442 93 1 1
"2119" "kr" 6 2 27 1 2 504 3 1 1
"2120" "kr" 6 2 27 1 2 480 28 1 1
"2121" "kr" 6 2 27 1 2 429 33 1 1
"2122" "kr" 8 2 27 1 2 371 46 1 1
"2123" "kr" 8 2 27 1 2 365 86 1 1
"2124" "kr" 9 2 27 1 2 388 58 1 1
"2125" "kr" 10 2 27 1 2 562 1 1 1
"2126" "kr" 10 2 27 1 2 417 16 1 1
"2127" "kr" 10 2 27 1 2 368 77 1 1
"2128" "kr" 10 2 27 1 2 353 93 1 1
"2129" "kr" 8 2 28 1 2 395 29 1 1
"2130" "kr" 9 2 28 1 2 399 86 1 1
"2131" "kr" 6 2 29 1 2 430 11 1 1
"2132" "kr" 6 2 29 1 2 383 37 1 1
"2133" "kr" 6 2 29 1 2 403 65 1 1
"2134" "kr" 6 2 29 1 2 544 86 1 1
"2135" "kr" 8 1 29 1 2 373 88 0 1
"2136" "kr" 10 2 29 1 2 356 88 1 1
"2137" "kr" 2 2 30 1 2 635 17 1 1
"2138" "kr" 4 2 30 1 2 388 17 1 1
"2139" "kr" 8 2 30 1 2 381 79 1 1
"2140" "kr" 9 2 30 1 2 430 29 1 1
"2141" "kr" 9 2 30 1 2 297 50 1 1
"2142" "kr" 10 2 30 1 2 385 43 1 1
"2143" "kr" 2 2 31 1 2 568 85 1 1
"2144" "kr" 2 2 31 1 2 487 94 1 1
"2145" "kr" 4 2 31 1 2 433 85 1 1
"2146" "kr" 4 2 31 1 2 434 94 1 1
"2147" "kr" 10 2 31 1 2 441 41 1 1
"2148" "kr" 8 2 32 1 2 348 96 1 1
"2149" "kr" 9 2 32 1 2 321 44 1 1
"2150" "nh" 6 1 0 0 1 334 5 1 1
"2151" "nh" 6 1 0 0 1 360 44 1 1
"2152" "nh" 4 1 1 0 1 316 63 1 1
"2153" "nh" 10 1 1 0 1 370 93 1 1
"2154" "nh" 2 1 2 0 1 349 101 1 1
"2155" "nh" 4 1 2 0 1 306 62 1 1
"2156" "nh" 6 1 2 0 1 411 34 1 1
"2157" "nh" 6 2 2 0 1 367 43 0 1
"2158" "nh" 6 2 2 0 1 332 48 0 1
"2159" "nh" 2 1 3 0 1 288 3 1 1
"2160" "nh" 4 1 3 0 1 350 11 1 1
"2161" "nh" 6 1 3 0 1 339 46 1 1
"2162" "nh" 8 1 3 0 1 307 93 1 1
"2163" "nh" 10 1 3 0 1 334 41 1 1
"2164" "nh" 4 1 4 0 1 289 15 1 1
"2165" "nh" 4 1 4 0 1 317 26 1 1
"2166" "nh" 6 1 4 0 1 465 2 1 1
"2167" "nh" 6 1 4 0 1 291 9 1 1
"2168" "nh" 6 1 4 0 1 352 13 1 1
"2169" "nh" 6 1 4 0 1 377 23 1 1
"2170" "nh" 6 1 4 0 1 409 84 1 1
"2171" "nh" 6 1 4 0 1 332 85 1 1
"2172" "nh" 6 2 4 0 1 338 94 0 1
"2173" "nh" 6 1 4 0 1 310 95 1 1
"2174" "nh" 10 2 4 0 1 236 55 0 1
"2175" "nh" 4 1 5 0 1 334 64 1 1
"2176" "nh" 6 1 5 0 1 371 3 1 1
"2177" "nh" 6 1 5 0 1 352 14 1 1
"2178" "nh" 6 1 5 0 1 318 21 1 1
"2179" "nh" 6 1 5 0 1 381 77 1 1
"2180" "nh" 8 1 5 0 1 278 6 1 1
"2181" "nh" 10 1 5 0 1 290 50 1 1
"2182" "nh" 10 1 5 0 1 327 92 1 1
"2183" "nh" 10 1 5 0 1 361 99 1 1
"2184" "nh" 2 2 6 0 1 355 14 0 1
"2185" "nh" 2 1 6 0 1 350 21 1 1
"2186" "nh" 2 1 6 0 1 328 40 1 1
"2187" "nh" 2 1 6 0 1 353 46 1 1
"2188" "nh" 2 1 6 0 1 347 54 1 1
"2189" "nh" 2 1 6 0 1 375 100 1 1
"2190" "nh" 4 1 6 0 1 272 31 1 1
"2191" "nh" 4 1 6 0 1 290 38 1 1
"2192" "nh" 4 1 6 0 1 322 51 1 1
"2193" "nh" 4 1 6 0 1 367 78 1 1
"2194" "nh" 6 1 6 0 1 357 12 1 1
"2195" "nh" 6 1 6 0 1 461 32 1 1
"2196" "nh" 8 1 6 0 1 345 43 1 1
"2197" "nh" 8 1 6 0 1 301 67 1 1
"2198" "nh" 8 1 6 0 1 301 101 1 1
"2199" "nh" 10 1 6 0 1 342 9 1 1
"2200" "nh" 10 1 6 0 1 330 23 1 1
"2201" "nh" 10 1 6 0 1 288 51 1 1
"2202" "nh" 10 1 6 0 2 302 83 0 1
"2203" "nh" 2 1 7 0 1 350 64 1 1
"2204" "nh" 4 1 7 0 1 268 40 1 1
"2205" "nh" 6 1 7 0 1 389 26 1 1
"2206" "nh" 6 1 7 0 1 354 58 1 1
"2207" "nh" 8 2 7 0 1 410 11 0 1
"2208" "nh" 8 1 7 0 1 282 74 1 1
"2209" "nh" 10 2 7 0 1 324 3 0 1
"2210" "nh" 10 1 7 0 1 334 33 1 1
"2211" "nh" 10 1 7 0 2 281 45 0 1
"2212" "nh" 10 1 7 0 1 361 54 1 1
"2213" "nh" 2 1 8 0 1 378 6 1 1
"2214" "nh" 2 1 8 0 1 287 25 1 1
"2215" "nh" 2 1 8 0 1 337 87 1 1
"2216" "nh" 2 2 8 0 1 353 91 0 1
"2217" "nh" 4 1 8 0 1 339 5 1 1
"2218" "nh" 4 1 8 0 1 306 7 1 1
"2219" "nh" 4 1 8 0 1 250 29 1 1
"2220" "nh" 4 1 8 0 1 271 55 1 1
"2221" "nh" 4 2 8 0 1 315 67 0 1
"2222" "nh" 4 2 8 0 1 457 69 0 1
"2223" "nh" 4 1 8 0 1 360 70 1 1
"2224" "nh" 4 1 8 0 1 389 77 1 1
"2225" "nh" 6 1 8 0 1 372 28 1 1
"2226" "nh" 6 1 8 0 1 372 42 1 1
"2227" "nh" 6 1 8 0 1 351 52 1 1
"2228" "nh" 6 1 8 0 1 310 99 1 1
"2229" "nh" 8 2 8 0 1 310 3 0 1
"2230" "nh" 8 1 8 0 1 288 18 1 1
"2231" "nh" 8 1 8 0 1 280 72 1 1
"2232" "nh" 8 1 8 0 2 290 88 0 1
"2233" "nh" 10 1 8 0 1 405 1 1 1
"2234" "nh" 10 2 8 0 1 277 22 0 1
"2235" "nh" 10 2 8 0 1 351 72 0 1
"2236" "nh" 10 1 8 0 1 393 74 1 1
"2237" "nh" 2 1 9 0 1 347 20 1 1
"2238" "nh" 2 2 9 0 1 413 43 0 1
"2239" "nh" 2 1 9 0 1 354 58 1 1
"2240" "nh" 2 1 9 0 1 336 73 1 1
"2241" "nh" 4 1 9 0 1 301 94 1 1
"2242" "nh" 6 1 9 0 1 318 35 1 1
"2243" "nh" 8 1 9 0 1 294 30 1 1
"2244" "nh" 8 1 9 0 1 289 60 1 1
"2245" "nh" 8 1 9 0 1 255 65 1 1
"2246" "nh" 8 1 9 0 1 273 75 1 1
"2247" "nh" 10 1 9 0 1 283 69 1 1
"2248" "nh" 10 1 9 0 1 339 81 1 1
"2249" "nh" 2 1 10 0 1 319 66 1 1
"2250" "nh" 2 1 10 0 1 309 78 1 1
"2251" "nh" 4 1 10 0 1 299 25 1 1
"2252" "nh" 4 1 10 0 1 350 27 1 1
"2253" "nh" 4 1 10 0 1 388 58 1 1
"2254" "nh" 4 1 10 0 1 322 60 1 1
"2255" "nh" 4 1 10 0 1 378 100 1 1
"2256" "nh" 4 1 10 0 1 422 102 1 1
"2257" "nh" 6 1 10 0 1 373 17 1 1
"2258" "nh" 6 1 10 0 1 432 30 1 1
"2259" "nh" 6 1 10 0 1 355 56 1 1
"2260" "nh" 6 1 10 0 1 371 67 1 1
"2261" "nh" 6 2 10 0 1 363 71 0 1
"2262" "nh" 8 2 10 0 1 288 22 0 1
"2263" "nh" 8 1 10 0 1 372 24 1 1
"2264" "nh" 8 1 10 0 1 246 45 1 1
"2265" "nh" 8 1 10 0 1 323 51 1 1
"2266" "nh" 8 2 10 0 1 325 100 0 1
"2267" "nh" 10 1 10 0 1 344 7 1 1
"2268" "nh" 10 1 10 0 1 366 47 1 1
"2269" "nh" 10 2 10 0 1 354 48 0 1
"2270" "nh" 10 1 10 0 1 232 56 1 1
"2271" "nh" 10 2 10 0 1 353 62 0 1
"2272" "nh" 10 1 10 0 1 404 95 1 1
"2273" "nh" 2 1 11 0 1 283 4 1 1
"2274" "nh" 4 1 11 0 2 429 16 0 1
"2275" "nh" 4 1 11 0 1 301 28 1 1
"2276" "nh" 4 1 11 0 1 417 52 1 1
"2277" "nh" 4 1 11 0 1 415 66 1 1
"2278" "nh" 4 1 11 0 1 381 73 1 1
"2279" "nh" 6 1 11 0 1 435 15 1 1
"2280" "nh" 6 2 11 0 1 367 31 0 1
"2281" "nh" 6 1 11 0 1 371 51 1 1
"2282" "nh" 6 1 11 0 1 386 91 1 1
"2283" "nh" 6 1 11 0 1 340 101 1 1
"2284" "nh" 8 1 11 0 1 362 48 1 1
"2285" "nh" 8 1 11 0 1 277 55 1 1
